gene	gene_id	chromosome	start_position	end_position	oe_lof	oe_lof_lower	oe_lof_upper	oe_lof_upper_bin	p_cnv	p_dnw	p_mupit	min_p	p_comb	p_comb_adj_ihw	p_comb_fdr
COPA	ENSG00000122218	1	160259063	160313190	0.040587	0.017	0.105	0	0.349565	1	1	1	0.716980800516892	1	1
COL1A1	ENSG00000108821	17	48260650	48278993	0.0461	0.022	0.105	0	1	1	1	1	1	1	1
DHX15	ENSG00000109606	4	24519064	24586173	0.022077	0.007	0.105	0	1	1	1	1	1	1	1
DHX9	ENSG00000135829	1	182808504	182856886	0.040774	0.018	0.105	0	1	1	0.0341828046033769	0.0341828046033769	0.149585065619603	1	1
MAP2	ENSG00000078018	2	210288782	210598842	0.033266	0.013	0.105	0	1	1.1031230658381e-06	0.033138663243769	1.1031230658381e-06	1.62350650758312e-05	0.10266195084082	0.00916660424296269
ZMYM3	ENSG00000147130	X	70459474	70474996	0.022443	0.007	0.106	0	1	1	1	1	1	1	1
AGO2	ENSG00000123908	8	141541264	141645718	0.022251	0.007	0.106	0	1	1	1	1	1	1	1
ANK2	ENSG00000145362	4	113739265	114304896	0.062573	0.038	0.106	0	1	1	0.0808860227802263	0.0808860227802263	0.284291256196793	1	1
RALGAPB	ENSG00000170471	20	37101459	37207504	0.041206	0.018	0.106	0	0.113589	1	1	1	0.360664227056075	1	1
IPO7	ENSG00000205339	11	9406169	9469673	0.033534	0.013	0.106	0	1	1	1	1	1	1	1
PRPF19	ENSG00000110107	11	60658202	60674060	0	0	0.106	0	1	1	1	1	1	1	1
SCAF4	ENSG00000156304	21	33043346	33104388	0.033544	0.013	0.106	0	0.00569943	1	1	1	0.035150602510317	1	0.481990083136111
TBL1XR1	ENSG00000177565	3	176737143	176915261	0	0	0.106	0	1	1	1	1	1	1	1
ZCCHC11	ENSG00000134744	1	52873954	53019159	0.046618	0.022	0.107	0	1	1	1	1	1	1	1
ZCCHC6	ENSG00000083223	9	88902648	88969369	0.041431	0.018	0.107	0	1	1	1	1	1	1	1
ANKRD11	ENSG00000167522	16	89334038	89556969	0.046779	0.022	0.107	0	9.999e-05	1	2.32126595512808e-05	2.32126595512808e-05	4.8466094907973e-08	0.000271831213298438	0.000132914803421194
PAFAH1B1	ENSG00000007168	17	2496504	2588909	0	0	0.107	0	0.0437956	1	1	1	0.180797956062625	1	1
ZEB2	ENSG00000169554	2	145141648	145282147	0.022589	0.007	0.107	0	0.118788	1	0.0242709137016948	0.0242709137016948	0.0197459931736715	1	0.333096512262717
AP2A2	ENSG00000183020	11	924894	1012239	0.022726	0.007	0.108	0	1	1	1	1	1	1	1
SMU1	ENSG00000122692	9	33041762	33076665	0	0	0.108	0	1	1	1	1	1	1	1
NAA25	ENSG00000111300	12	112464500	112546826	0.034183	0.013	0.108	0	1	1	1	1	1	1	1
UBA1	ENSG00000130985	X	47050260	47074527	0.022675	0.007	0.108	0	1	1	1	1	1	1	1
BAZ1B	ENSG00000009954	7	72854728	72936608	0.042263	0.018	0.109	0	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
HNRNPH1	ENSG00000169045	5	179041179	179061785	0	0	0.109	0	1	1	1	1	1	1	1
VPRBP	ENSG00000145041	3	51433298	51534010	0.023066	0.007	0.109	0	1	1	1	1	1	1	1
CTIF	ENSG00000134030	18	46065417	46389588	0	0	0.109	0	0.338366	1	1	1	0.705028577168786	1	1
ABCB7	ENSG00000131269	X	74273115	74376567	0	0	0.109	0	1	1	1	1	1	1	1
UTP15	ENSG00000164338	5	72861268	72877794	0	0	0.11	0	1	1	1	1	1	1	1
SETBP1	ENSG00000152217	18	42260138	42648475	0.023109	0.007	0.11	0	1	1	1	1	1	1	1
ARID5B	ENSG00000150347	10	63661059	63856703	0.023254	0.007	0.11	0	1	1	1	1	1	1	1
RBM10	ENSG00000182872	X	47004268	47046212	0.023218	0.007	0.11	0	1	1	1	1	1	1	1
TPR	ENSG00000047410	1	186280784	186344825	0.063762	0.037	0.111	0	1	1	1	1	1	1	1
RCOR1	ENSG00000089902	14	103058998	103196913	0	0	0.111	0	1	1	1	1	1	1	1
SUFU	ENSG00000107882	10	104263744	104393292	0	0	0.111	0	0.571243	1	1	1	0.891105142840743	1	1
TRPS1	ENSG00000104447	8	116420724	116821899	0.023333	0.007	0.111	0	1	1	1	1	1	1	1
MTA1	ENSG00000182979	14	105886159	105937066	0.023416	0.007	0.111	0	1	1	1	1	1	1	1
RUVBL2	ENSG00000183207	19	49496705	49519252	0	0	0.111	0	1	1	1	1	1	1	1
EIF4G3	ENSG00000075151	1	21132963	21503377	0.04915	0.023	0.112	0	0.450355	1	1	1	0.809611793539184	1	1
MDM4	ENSG00000198625	1	204485511	204542871	0	0	0.112	0	1	1	1	1	1	1	1
NTRK2	ENSG00000148053	9	87283466	87638505	0.023575	0.007	0.112	0	1	1	1	1	1	1	1
ANKHD1	ENSG00000131503	5	139781399	139929163	0.056598	0.03	0.112	0	1	1	1	1	1	1	1
ANKHD1-EIF4EBP3	ENSG00000254996	5	139781493	139929154	0.056598	0.03	0.112	0	1	1	1	1	1	1	1
RORB	ENSG00000198963	9	77112281	77308093	0	0	0.112	0	1	1	1	1	1	1	1
TIAL1	ENSG00000151923	10	121334199	121356541	0	0	0.112	0	0.119288	1	1	1	0.372919880249538	1	1
NRXN3	ENSG00000021645	14	78708734	80330762	0.023512	0.007	0.112	0	1	1	1	1	1	1	1
PTPRD	ENSG00000153707	9	8314246	10612723	0.053067	0.027	0.112	0	1	1	1	1	1	1	1
WAPAL	ENSG00000062650	10	88195013	88281572	0.035428	0.013	0.112	0	1	1	0.0272888732134007	0.0272888732134007	0.125563643782368	1	1
RBM26	ENSG00000139746	13	79885962	79980612	0.035521	0.014	0.112	0	1	1	1	1	1	1	1
RIF1	ENSG00000080345	2	152266397	152364527	0.057117	0.03	0.113	0	0.345765	1	1	1	0.712966021156438	1	1
NLK	ENSG00000087095	17	26368763	26523407	0	0	0.113	0	1	1	1	1	1	1	1
PHIP	ENSG00000146247	6	79645584	79787953	0.057367	0.03	0.113	0	1	1	0.0483007481101815	0.0483007481101815	0.194666902605264	1	1
LPHN2	ENSG00000117114	1	81771845	82458120	0.043796	0.019	0.113	0	1	1	1	1	1	1	1
DPYSL5	ENSG00000157851	2	27070615	27173219	0	0	0.113	0	1	1	1	1	1	1	1
USP8	ENSG00000138592	15	50716577	50793280	0.035998	0.014	0.113	0	0.422158	1	0.0263750284996577	0.0263750284996577	0.0612138992139073	1	0.730343830459527
TIPARP	ENSG00000163659	3	156391024	156424559	0	0	0.113	0	1	1	1	1	1	1	1
ZBTB4	ENSG00000174282	17	7362685	7387582	0	0	0.113	0	0.116688	1	1	1	0.367363179519915	1	1
ISY1	ENSG00000240682	3	128846258	128880136	0	0	0.114	0	1	1	1	1	1	1	1
HNRNPU	ENSG00000153187	1	245014468	245027844	0.023985	0.008	0.114	0	0.0407959	1	0.020184920020347	0.020184920020347	0.00667168333494013	1	0.160697998721262
TLK2	ENSG00000146872	17	60536019	60692842	0.036368	0.014	0.114	0	0.00169983	1	0.0239507022731205	0.0239507022731205	0.000452270341739398	1	0.0404938477137244
TRERF1	ENSG00000124496	6	42192669	42419789	0.036207	0.014	0.114	0	0.408659	1	1	1	0.774357400407931	1	1
DHX30	ENSG00000132153	3	47844399	47891685	0.036387	0.014	0.115	0	0.337966	1	1	1	0.704594889793547	1	1
MYCBP2	ENSG00000005810	13	77618792	77901185	0.077305	0.052	0.115	0	1	1	1	1	1	1	1
FUBP1	ENSG00000162613	1	78409740	78444794	0.024336	0.008	0.115	0	1	1	1	1	1	1	1
TRIM24	ENSG00000122779	7	138145079	138274738	0.036616	0.014	0.115	0	0.343166	1	1	1	0.710196101272419	1	1
ZC3H7A	ENSG00000122299	16	11844442	11891123	0.036397	0.014	0.115	0	1	1	1	1	1	1	1
UBXN7	ENSG00000163960	3	196074533	196159345	0	0	0.116	0	0.00219978	1	1	1	0.0156611091644168	1	0.272818795489391
SLC17A7	ENSG00000104888	19	49932658	49945617	0	0	0.116	0	1	1	1	1	1	1	1
NOTCH2	ENSG00000134250	1	120454176	120612240	0.058619	0.031	0.116	0	0.560344	2.45367590536327e-06	1	2.45367590536327e-06	1.99321381356607e-05	0.116361617389474	0.0104174680202895
SMARCC1	ENSG00000173473	3	47626762	47823596	0.044984	0.019	0.116	0	0.564644	1	1	1	0.887371831428823	1	1
RAI1	ENSG00000108557	17	17584787	17714767	0.036788	0.014	0.116	0	0.0384962	1	1	1	0.163885858794721	1	1
CSE1L	ENSG00000124207	20	47662849	47713489	0.037158	0.014	0.117	0	1	1	1	1	1	1	1
EIF4A1	ENSG00000161960	17	7476024	7482323	0	0	0.117	0	0.112789	1	1	1	0.358921268358067	1	1
PIK3CA	ENSG00000121879	3	178865902	178957881	0.045187	0.02	0.117	0	1	1	1	1	1	1	1
KIF5C	ENSG00000168280	2	149632819	149883273	0.037254	0.014	0.117	0	0.345765	0.0310804551905136	1	0.0310804551905136	0.0594624191087582	1	0.715674018577324
REV3L	ENSG00000009413	6	111620234	111804918	0.066905	0.039	0.117	0	0.559744	1	1	1	0.884549865283659	1	1
AGPS	ENSG00000018510	2	178257372	178408564	0.024715	0.008	0.117	0	0.335266	1	1	1	0.701655088902333	1	1
ADAM10	ENSG00000137845	15	58887403	59042177	0.0247	0.008	0.117	0	1	1	1	1	1	1	1
MED1	ENSG00000125686	17	37560538	37607539	0.037292	0.014	0.117	0	1	1	1	1	1	1	1
SMARCC2	ENSG00000139613	12	56556767	56583351	0.045283	0.02	0.117	0	1	1	1	1	1	1	1
MYRF	ENSG00000124920	11	61520114	61555990	0.037076	0.014	0.117	0	0.343766	0.00386620161569008	1	0.00386620161569008	0.0101318583620608	1	0.214627244521752
DOT1L	ENSG00000104885	19	2164148	2232577	0.045607	0.02	0.118	0	0.0405959	1	1	1	0.170668744267805	1	1
CHAF1A	ENSG00000167670	19	4402659	4445015	0.02493	0.008	0.118	0	0.116288	1	1	1	0.366503192517166	1	1
PSMD1	ENSG00000173692	2	231921578	232037541	0.037612	0.014	0.118	0	1	1	1	1	1	1	1
SRRM2	ENSG00000167978	16	2802330	2822539	0.062848	0.035	0.118	0	1	1	0.0664031327275202	0.0664031327275202	0.246489162039514	1	1
PIAS4	ENSG00000105229	19	4007644	4039384	0	0	0.118	0	0.0374963	1	1	1	0.160615889159597	1	1
ACTR3	ENSG00000115091	2	114647537	114720173	0	0	0.118	0	1	1	1	1	1	1	1
DDX3X	ENSG00000215301	X	41192651	41223725	0	0	0.118	0	1	1	0.00989715731227035	0.00989715731227035	0.0555775631273207	1	0.67724020817396
TSC1	ENSG00000165699	9	135766735	135820020	0.037521	0.014	0.118	0	1	1	0.0258429700318554	0.0258429700318554	0.12031754631138	1	1
SON	ENSG00000159140	21	34914924	34949812	0.051624	0.024	0.118	0	0.0039996	1	1	1	0.0260836350670812	1	0.415541528948347
WHSC1	ENSG00000109685	4	1873151	1983934	0.045949	0.02	0.119	0	9.999e-05	1	8.72842744505106e-05	8.72842744505106e-05	1.70682870711771e-07	0.000996427716962629	0.000409574883631733
TCEB3	ENSG00000011007	1	24069645	24088549	0.025027	0.008	0.119	0	1	1	1	1	1	1	1
STAG1	ENSG00000118007	3	136055077	136471220	0.052126	0.025	0.119	0	0.0388961	1	1	1	0.165186341439598	1	1
ATRX	ENSG00000085224	X	76760356	77041702	0.056501	0.029	0.119	0	1	1	1	1	1	1	1
VCPIP1	ENSG00000175073	8	67540722	67579452	0.02505	0.008	0.119	0	1	1	1	1	1	1	1
EIF4A3	ENSG00000141543	17	78109013	78120982	0	0	0.119	0	0.336166	1	1	1	0.702637429914918	1	1
MAU2	ENSG00000129933	19	19431490	19469563	0.025133	0.008	0.119	0	0.342366	1	1	1	0.709339535266542	1	1
PSMC2	ENSG00000161057	7	102984701	103009842	0	0	0.119	0	0.0417958	1	1	1	0.174495769050512	1	1
DAZAP1	ENSG00000071626	19	1407568	1435719	0	0	0.119	0	1	1	0.0108235221775212	0.0108235221775212	0.0598111465069271	1	0.718519761885782
POGZ	ENSG00000143442	1	151375200	151431941	0.045859	0.02	0.119	0	1	1	0.000548209678786348	0.000548209678786348	0.00466463541574583	1	0.127197451812603
PRKAR1A	ENSG00000108946	17	66507921	66547460	0	0	0.119	0	0.566643	1	1	1	0.888510845193586	1	1
SF3A3	ENSG00000183431	1	38422647	38456593	0.025121	0.008	0.119	0	1	1	1	1	1	1	1
FXR1	ENSG00000114416	3	180585929	180700541	0.025167	0.008	0.119	0	0.340666	1	1	1	0.707513120238184	1	1
CDC42BPB	ENSG00000198752	14	103398716	103523799	0.060953	0.032	0.12	0	1	1	1	1	1	1	1
XPO7	ENSG00000130227	8	21777180	21864096	0.046473	0.02	0.12	0	1	1	1	1	1	1	1
RARB	ENSG00000077092	3	25215823	25639423	0	0	0.12	0	1	1	1	1	1	1	1
RERE	ENSG00000142599	1	8412457	8877702	0.046333	0.02	0.12	0	0.186381	1	1	1	0.499494055907054	1	1
ZMYND11	ENSG00000015171	10	180405	300577	0.025252	0.008	0.12	0	0.0421958	1	1	1	0.17576384482882	1	1
RPL4	ENSG00000174444	15	66790355	66816870	0	0	0.12	0	1	1	1	1	1	1	1
SUPT16H	ENSG00000092201	14	21819631	21852425	0.046458	0.02	0.12	0	1	1	1	1	1	1	1
ZBTB47	ENSG00000114853	3	42695176	42709072	0	0	0.12	0	1	1	1	1	1	1	1
PRRC2C	ENSG00000117523	1	171454651	171562650	0.071353	0.043	0.121	0	1	1	1	1	1	1	1
PPFIA3	ENSG00000177380	19	49622646	49654283	0.046834	0.02	0.121	0	1	1	1	1	1	1	1
ATP1A1	ENSG00000163399	1	116915290	116952883	0.038449	0.015	0.121	0	0.335766	1	1	1	0.702201131765446	1	1
KIF11	ENSG00000138160	10	94353043	94415150	0.038378	0.015	0.121	0	0.118588	1	0.0250806695372966	0.0250806695372966	0.0202778283496623	1	0.340274012961947
NCOA2	ENSG00000140396	8	71021997	71316040	0.046929	0.02	0.121	0	1	1	1	1	1	1	1
HIPK1	ENSG00000163349	1	114471814	114520426	0.038558	0.015	0.121	0	1	1	1	1	1	1	1
KIAA0430	ENSG00000166783	16	15688243	15737023	0.052813	0.025	0.121	0	0.211879	1	0.0354044632354489	0.0354044632354489	0.0442035464465938	1	0.580024252313917
ARMCX4	ENSG00000196440	X	100673275	100788446	0.025809	0.008	0.122	0	1	1	1	1	1	1	1
KMT2C	ENSG00000055609	7	151832010	152133090	0.082126	0.056	0.122	0	1	0.0110841712473094	0.107146706701028	0.0110841712473094	0.060987739391892	1	0.72934315077082
PIK3AP1	ENSG00000155629	10	98353069	98480271	0.025645	0.008	0.122	0	0.118588	1	1	1	0.371429472188223	1	1
SEMA4C	ENSG00000168758	2	97525453	97536494	0.025727	0.008	0.122	0	1	1	1	1	1	1	1
CYTH1	ENSG00000108669	17	76670130	76778379	0	0	0.122	0	1	1	1	1	1	1	1
RBM17	ENSG00000134453	10	6130950	6159420	0	0	0.122	0	0.351365	1	1	1	0.718868092478021	1	1
RTF1	ENSG00000137815	15	41700606	41775761	0.025638	0.008	0.122	0	1	1	1	1	1	1	1
IPO5	ENSG00000065150	13	98605912	98676551	0.047375	0.021	0.122	0	0.109489	1	1	1	0.351671134214394	1	1
NUP98	ENSG00000110713	11	3692313	3819022	0.057874	0.029	0.122	0	1	1	1	1	1	1	1
TRAF2	ENSG00000127191	9	139776364	139821059	0	0	0.123	0	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
EIF4B	ENSG00000063046	12	53399942	53435993	0.025964	0.008	0.123	0	1	1	1	1	1	1	1
ADNP	ENSG00000101126	20	49505585	49547958	0.025868	0.008	0.123	0	1	1	9.93587689472559e-09	9.93587689472559e-09	1.93025410159475e-07	0.00112686099055467	0.00041172319987016
RET	ENSG00000165731	10	43572475	43625799	0.039068	0.015	0.123	0	1	1	1	1	1	1	1
TEAD1	ENSG00000187079	11	12695969	12966298	0	0	0.123	0	1	1	1	1	1	1	1
CCDC22	ENSG00000101997	X	49091927	49106987	0	0	0.123	0	1	1	1	1	1	1	1
SHANK3	ENSG00000251322	22	51112843	51171726	0.039226	0.015	0.123	0	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
CACNA1E	ENSG00000198216	1	181382238	181777219	0.068996	0.039	0.124	0	1	1	1	1	1	1	1
PRMT5	ENSG00000100462	14	23389720	23398794	0.026112	0.008	0.124	0	1	1	1	1	1	1	1
JADE3	ENSG00000102221	X	46771711	46920641	0	0	0.124	0	1	1	1	1	1	1	1
WDR5	ENSG00000196363	9	137000487	137025093	0	0	0.124	0	1	1	1	1	1	1	1
CUL4A	ENSG00000139842	13	113862552	113919399	0.02609	0.008	0.124	0	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
PCLO	ENSG00000186472	7	82383329	82792246	0.080854	0.053	0.124	0	1	0.293814579111509	1	0.293814579111509	0.653680554228914	1	1
ZNF219	ENSG00000165804	14	21558205	21572881	0	0	0.124	0	1	1	1	1	1	1	1
GAPVD1	ENSG00000165219	9	128024073	128129486	0.054558	0.026	0.125	0	1	1	1	1	1	1	1
EPC1	ENSG00000120616	10	32556679	32667726	0.039853	0.015	0.125	0	0.117688	1	1	1	0.36950715835014	1	1
KCNB1	ENSG00000158445	20	47980414	48099184	0	0	0.125	0	1	1	1	1	1	1	1
NLGN2	ENSG00000169992	17	7308193	7323179	0	0	0.126	0	1	1	1	1	1	1	1
PCDH19	ENSG00000165194	X	99546642	99665271	0	0	0.126	0	1	1	1	1	1	1	1
DDX17	ENSG00000100201	22	38879445	38903665	0.026525	0.008	0.126	0	1	1	1	1	1	1	1
RB1	ENSG00000139687	13	48877887	49056122	0.048569	0.021	0.126	0	1	1	1	1	1	1	1
WNK1	ENSG00000060237	12	861759	1020618	0.067205	0.037	0.126	0	1	1	1	1	1	1	1
ZC3H18	ENSG00000158545	16	88636789	88698374	0.039887	0.015	0.126	0	0.0227977	1	1	1	0.108997983736974	1	0.970967189697768
CDK12	ENSG00000167258	17	37617764	37721160	0.048648	0.021	0.126	0	1	1	1	1	1	1	1
HECTD4	ENSG00000173064	12	112597992	112819896	0.084692	0.057	0.127	0	1	1	1	1	1	1	1
RALGPS1	ENSG00000136828	9	129677053	129985445	0.026813	0.009	0.127	0	1	1	1	1	1	1	1
TNRC6C	ENSG00000078687	17	76000249	76104916	0.055578	0.026	0.127	0	1	1	1	1	1	1	1
SCN2A	ENSG00000136531	2	166095912	166248818	0.060487	0.031	0.127	0	0.343666	1	1	1	0.710730507685937	1	1
SOBP	ENSG00000112320	6	107811162	107981357	0	0	0.127	0	0.115988	1	1	1	0.365857299591824	1	1
VCP	ENSG00000165280	9	35056061	35073246	0.026683	0.008	0.127	0	1	1	1	1	1	1	1
TLN1	ENSG00000137076	9	35696945	35732392	0.075712	0.046	0.128	0	1	1	1	1	1	1	1
BTAF1	ENSG00000095564	10	93683526	93790082	0.068134	0.038	0.128	0	0.336766	1	1	1	0.703290984899489	1	1
EPHA7	ENSG00000135333	6	93949738	94129265	0.040592	0.016	0.128	0	1	1	0.0230811629539433	0.0230811629539433	0.1100680292644	1	0.977324679828255
COL4A1	ENSG00000187498	13	110801318	110959496	0.065014	0.035	0.128	0	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
SIK3	ENSG00000160584	11	116714118	116969153	0.049592	0.022	0.128	0	0.346965	1	1	1	0.714238336332586	1	1
KAT6B	ENSG00000156650	10	76585340	76792380	0.060836	0.031	0.128	0	1	1	0.00092649124800428	0.00092649124800428	0.00739720429376519	1	0.171709952632903
KAT7	ENSG00000136504	17	47865917	47906458	0.026879	0.009	0.128	0	1	1	1	1	1	1	1
ZFR	ENSG00000056097	5	32354456	32444867	0.04934	0.021	0.128	0	0.347365	1	1	1	0.714661518397803	1	1
GSE1	ENSG00000131149	16	85645015	85709810	0.040689	0.016	0.128	0	0.117388	1	1	1	0.36886486019068	1	1
GSK3A	ENSG00000105723	19	42734338	42746777	0	0	0.128	0	0.342066	1	1	1	0.709017841308235	1	1
L1CAM	ENSG00000198910	X	153126969	153174677	0.040841	0.016	0.129	0	1	1	1	1	1	1	1
CTNNB1	ENSG00000168036	3	41236328	41301587	0.02724	0.009	0.129	0	1	1	0.000172865716414801	0.000172865716414801	0.00167040063473218	1	0.0635596919528657
PBRM1	ENSG00000163939	3	52579368	52719933	0.061482	0.031	0.129	0	1	1	1	1	1	1	1
PRICKLE1	ENSG00000139174	12	42852140	42984157	0.027138	0.009	0.129	0	1	1	1	1	1	1	1
PUM1	ENSG00000134644	1	31404353	31538838	0.049979	0.022	0.129	0	1	1	1	1	1	1	1
AHCTF1	ENSG00000153207	1	247002400	247095280	0.071387	0.041	0.129	0	1	1	1	1	1	1	1
TNPO2	ENSG00000105576	19	12810008	12834825	0.041138	0.016	0.129	0	0.124688	1	1	1	0.38428101724861	1	1
AAK1	ENSG00000115977	2	69688532	69901481	0.041108	0.016	0.129	0	0.350565	1	1	1	0.718030437284357	1	1
RASA1	ENSG00000145715	5	86563705	86687748	0.04992	0.022	0.129	0	0.00439956	1	1	1	0.0282726757191294	1	0.423692861655056
CDC5L	ENSG00000096401	6	44355262	44418163	0.040964	0.016	0.129	0	0.565243	1	1	1	0.88771387815903	1	1
FERMT2	ENSG00000073712	14	53323986	53419153	0.027446	0.009	0.13	0	0.0410959	1	1	1	0.172267721804572	1	1
WTAP	ENSG00000146457	6	160146617	160177351	0	0	0.13	0	0.340966	1	1	1	0.707836044008901	1	1
UBR3	ENSG00000144357	2	170683968	170940641	0.066032	0.035	0.13	0	0.118688	1	0.0323805376468946	0.0323805376468946	0.0252168600911012	1	0.40782482154075
SCN8A	ENSG00000196876	12	51984050	52206648	0.061954	0.031	0.13	0	1	1	1	1	1	1	1
FNIP2	ENSG00000052795	4	159690290	159829201	0.041279	0.016	0.13	0	1	1	1	1	1	1	1
MSN	ENSG00000147065	X	64808257	64961791	0	0	0.13	0	1	1	1	1	1	1	1
PPP1R12A	ENSG00000058272	12	80167343	80329240	0.050147	0.022	0.13	0	0.277872	1	1	1	0.63371341130573	1	1
RANBP9	ENSG00000010017	6	13621730	13711796	0.027369	0.009	0.13	0	0.272473	1	1	1	0.626746686691873	1	1
USP47	ENSG00000170242	11	11862970	11980870	0.056706	0.027	0.13	0	1	1	1	1	1	1	1
CCDC88A	ENSG00000115355	2	55514978	55647057	0.069474	0.039	0.13	0	1	1	1	1	1	1	1
MLLT3	ENSG00000171843	9	20341663	20622542	0	0	0.131	0	0.339866	1	1	1	0.70665069796248	1	1
EIF3A	ENSG00000107581	10	120794356	120840316	0.066251	0.035	0.131	0	0.119288	1	1	1	0.372919880249538	1	1
YTHDC2	ENSG00000047188	5	112849380	112930982	0.062394	0.032	0.131	0	1	1	1	1	1	1	1
KSR2	ENSG00000171435	12	117890817	118406788	0.041703	0.016	0.131	0	1	0.0674583648451013	1	0.0674583648451013	0.249342622755166	1	1
ZMYND8	ENSG00000101040	20	45837859	45985567	0.050672	0.022	0.131	0	1	1	1	1	1	1	1
CCNA2	ENSG00000145386	4	122737599	122745087	0	0	0.132	0	1	1	1	1	1	1	1
PTPN6	ENSG00000111679	12	7055631	7070479	0.0279	0.009	0.132	0	1	1	1	1	1	1	1
SCML2	ENSG00000102098	X	18257434	18372847	0	0	0.132	0	1	1	1	1	1	1	1
SNRK	ENSG00000163788	3	43328004	43466256	0	0	0.132	0	1	1	1	1	1	1	1
MINK1	ENSG00000141503	17	4736683	4801356	0.062681	0.032	0.132	0	0.00179982	0.104715539650351	1	0.104715539650351	0.00180488894580055	1	0.0635596919528657
IRF6	ENSG00000117595	1	209959036	209979465	0	0	0.132	0	0.566343	1	1	1	0.888340358023531	1	1
ZRSR2	ENSG00000169249	X	15808595	15841383	0	0	0.132	0	1	1	1	1	1	1	1
RFX7	ENSG00000181827	15	56379478	56535483	0.041992	0.016	0.132	0	1	1	1	1	1	1	1
CSTF2	ENSG00000101811	X	100075384	100095921	0	0	0.133	0	1	1	1	1	1	1	1
NR4A2	ENSG00000153234	2	157180944	157198860	0	0	0.133	0	1	1	1	1	1	1	1
TULP4	ENSG00000130338	6	158733692	158932860	0.051297	0.022	0.133	0	0.558544	1	1	1	0.883852247169997	1	1
MAP1B	ENSG00000131711	5	71403061	71505395	0.063238	0.032	0.133	0	1	0.0925368889409954	1	0.0925368889409954	0.312788372177568	1	1
USP42	ENSG00000106346	7	6144515	6201195	0.04234	0.016	0.133	0	0.00469953	1	1	1	0.029890386706148	1	0.434043686533981
ZNF592	ENSG00000166716	15	85291866	85349659	0.028117	0.009	0.133	0	1	1	1	1	1	1	1
NPAS2	ENSG00000170485	2	101436614	101613291	0.042405	0.016	0.133	0	1	1	1	1	1	1	1
ZSWIM8	ENSG00000214655	10	75545340	75561551	0.063091	0.032	0.133	0	1	1	1	1	1	1	1
IQSEC2	ENSG00000124313	X	53262058	53350522	0.028106	0.009	0.133	0	1	1	1	1	1	1	1
U2AF2	ENSG00000063244	19	56165512	56186081	0	0	0.133	0	1	1	1	1	1	1	1
ITPR1	ENSG00000150995	3	4535032	4889524	0.080881	0.05	0.134	0	1	1	1	1	1	1	1
COL2A1	ENSG00000139219	12	48366748	48398269	0.067873	0.036	0.134	0	1	1	1	1	1	1	1
NPLOC4	ENSG00000182446	17	79523913	79615495	0.028252	0.009	0.134	0	1	1	1	1	1	1	1
MAPKAPK2	ENSG00000162889	1	206858289	206907628	0	0	0.134	0	1	1	1	1	1	1	1
DDX42	ENSG00000198231	17	61850963	61896677	0.042617	0.016	0.134	0	0.050495	1	1	1	0.201267058949145	1	1
CACNA1A	ENSG00000141837	19	13317256	13734804	0.07669	0.045	0.134	0	0.120288	1	1	1	0.375041914918585	1	1
SUZ12	ENSG00000178691	17	30264037	30328064	0.028213	0.009	0.134	0	0.113889	1	1	1	0.361316381821775	1	1
PHF12	ENSG00000109118	17	27232268	27278789	0.042754	0.016	0.135	0	1	1	1	1	1	1	1
DACH1	ENSG00000165659	13	72012098	72441330	0	0	0.135	0	0.00019998	1	1	1	0.00190326829341939	1	0.0635596919528657
PORCN	ENSG00000102312	X	48367350	48379202	0	0	0.135	0	1	1	1	1	1	1	1
CTR9	ENSG00000198730	11	10772534	10801290	0.058954	0.028	0.135	0	1	1	0.0296470587969749	0.0296470587969749	0.133957043842063	1	1
RBM5	ENSG00000003756	3	50126341	50156454	0.052212	0.023	0.135	0	0.337966	1	1	1	0.704594889793547	1	1
NRBP1	ENSG00000115216	2	27650657	27665126	0.028379	0.009	0.135	0	1	1	1	1	1	1	1
TBX5	ENSG00000089225	12	114791736	114846247	0	0	0.135	0	1	1	0.0105585228248708	0.0105585228248708	0.0586084796698406	1	0.708505657570485
FRMD4A	ENSG00000151474	10	13685706	14504141	0.052425	0.023	0.135	0	1	1	1	1	1	1	1
PTPN11	ENSG00000179295	12	112856155	112947717	0.028439	0.009	0.135	0	1	1	1	1	1	1	1
DLGAP3	ENSG00000116544	1	35331037	35395186	0.028591	0.009	0.136	0	0.349365	1	1	1	0.716770530141085	1	1
HIRA	ENSG00000100084	22	19318221	19435224	0.052563	0.023	0.136	0	9.999e-05	1	0.0248930727151674	0.0248930727151674	3.46068867188186e-05	0.388932727413467	0.014763297874248
SETD1A	ENSG00000099381	16	30968615	30996437	0.059487	0.028	0.136	0	0.567043	1	1	1	0.888737914365702	1	1
NAA35	ENSG00000135040	9	88556061	88637213	0.043359	0.017	0.136	0	1	1	1	1	1	1	1
ELMSAN1	ENSG00000156030	14	74181825	74256988	0.043188	0.017	0.136	0	1	1	1	1	1	1	1
CACTIN	ENSG00000105298	19	3610639	3626813	0.028772	0.009	0.136	0	0.0124988	1	1	1	0.0672700744438601	1	0.769735870491773
